,SP500,VIX,RV_30D,IV_VAR,RV_30D_VAR,VRP,WTI_Crude_Oil,Natural_Gas,Copper,Gold,Silver,USD_JPY,USD_CHF,Japan_Policy_Rate,Japan_10Y_JGB,Industrial_Production,Unemployment_Rate,Consumer_Sentiment,Building_Permits,Retail_Sales,IG_OAS_Spread,NFCI,CPI,Core_CPI,CPI_YoY,Core_CPI_YoY,Core_minus_Headline_Inflation,Expected_Inflation_5Y,Expected_Inflation_10Y,Fed_Total_Assets,Treasury_General_Account,Bank_Reserves,US_10Y_Treasury,US_2Y_Treasury,US_3M_Treasury,US_10Y_Real_Yield,credit_card_debt,foodbanks_near_me,help_with_mortgage,resume_template,sell_jewelry,Sector_Rotation,BBB_AAA_Credit_Spread,High_Yield_Spread,Short_Term_Credit_Spread,Long_Term_Credit_Spread,Credit_Spread_Term_Struct,Spread_10Y_2Y,Spread_10Y_3M
2004-06-18,1135.02001953125,14.989999771118164,0.11359282481244519,0.022470009313812263,0.012903329848870864,0.0095666794649414,38.75,6.519999980926514,1.1950000524520874,395.1000061035156,5.980999946594238,108.65,1.2443,0.001,1.807,92.871,5.6,95.6,2020.0,309127.0,0.97,-0.68743,189.7,196.6,3.2661948829613596,1.865284974093262,-1.4009099088680976,2.54,2.57,761834.0,6195.0,12032.0,4.72,2.81,1.29,2.15,58.0,0.0,0.0,42.0,16.0,0.004866674180408352,0.7700000000000005,-0.7100000000000009,0.1399999999999999,2.05,-1.91,1.9099999999999997,3.4299999999999997
2004-06-25,1134.4300537109375,15.1899995803833,0.10143196935189511,0.023073608725204486,0.010288444406603788,0.012785164318600698,37.54999923706055,6.353000164031982,1.2094999551773071,402.8999938964844,6.125,107.82,1.2504,0.001,1.807,92.871,5.6,95.6,2020.0,309127.0,0.98,-0.68775,189.7,196.6,3.2661948829613596,1.865284974093262,-1.4009099088680976,2.42,2.5,775261.0,7034.0,14372.0,4.66,2.74,1.31,2.16,58.0,0.0,0.0,42.0,16.0,0.01624452817688245,0.7700000000000005,-0.7300000000000004,0.11999999999999988,2.05,-1.93,1.92,3.35
2004-07-02,1125.3800048828125,15.079999923706055,0.10043949294717595,0.022740639769897465,0.010088091743485808,0.012652548026411657,38.38999938964844,6.1479997634887695,1.2200000286102295,398.29998779296875,5.998000144958496,108.6,1.2336,0.0,1.808,93.5649,5.5,96.7,2112.0,311681.0,1.0,-0.689,189.4,196.8,2.9907558455682492,1.7580144777662898,-1.2327413678019594,2.41,2.52,779578.0,5961.0,14753.0,4.48,2.54,1.3,1.96,56.0,0.0,0.0,39.0,28.0,-0.005902140810275069,0.7999999999999998,-0.33000000000000007,0.20999999999999996,2.12,-1.9100000000000001,1.9400000000000004,3.1800000000000006
2004-07-09,1112.81005859375,15.779999732971191,0.09657976792535157,0.02490083915725709,0.009327651572514768,0.015573187584742323,39.959999084472656,6.140999794006348,1.281000018119812,407.5,6.460999965667725,108.21,1.2258,0.0,1.808,93.5649,5.5,96.7,2112.0,311681.0,1.0,-0.69093,189.4,196.8,2.9907558455682492,1.7580144777662898,-1.2327413678019594,2.41,2.47,778163.0,4541.0,10724.0,4.49,2.55,1.28,2.02,56.0,0.0,0.0,39.0,28.0,-0.002119454990305414,0.7999999999999998,-0.41999999999999993,0.20999999999999996,2.12,-1.9100000000000001,1.9400000000000004,3.21
2004-07-16,1101.3900146484375,14.34000015258789,0.0962643152945982,0.02056356043762207,0.009266818399137813,0.011296742038484256,41.25,5.88700008392334,1.3135000467300415,406.6000061035156,6.711999893188477,108.77,1.2267,0.0,1.808,93.5649,5.5,96.7,2112.0,311681.0,0.98,-0.69271,189.4,196.8,2.9907558455682492,1.7580144777662898,-1.2327413678019594,2.37,2.44,775536.0,4834.0,11664.0,4.38,2.54,1.35,1.94,56.0,0.0,0.0,39.0,28.0,-0.0054035515302049975,0.7999999999999998,-0.4800000000000004,0.17999999999999994,2.12,-1.9400000000000002,1.8399999999999999,3.03
2004-07-23,1086.199951171875,16.5,0.08995861017173586,0.027225000000000003,0.008092551544030338,0.019132448455969665,41.709999084472656,6.133999824523926,1.246999979019165,390.5,6.334000110626221,110.11,1.2632,0.0,1.808,93.5649,5.5,96.7,2112.0,311681.0,0.97,-0.69474,189.4,196.8,2.9907558455682492,1.7580144777662898,-1.2327413678019594,2.38,2.45,776764.0,5509.0,14245.0,4.45,2.69,1.38,2.0,56.0,0.0,0.0,39.0,28.0,0.005586172907059577,0.7999999999999998,-0.5499999999999998,0.15999999999999992,2.12,-1.9600000000000002,1.7600000000000002,3.0700000000000003
2004-07-30,1101.719970703125,15.319999694824219,0.08982122779868291,0.023470239064941414,0.008067852963262888,0.015402386101678526,43.79999923706055,6.111999988555908,1.3079999685287476,391.0,6.550000190734863,111.39,1.2796,0.0,1.808,93.5649,5.5,96.7,2112.0,311681.0,0.96,-0.69684,189.4,196.8,2.9907558455682492,1.7580144777662898,-1.2327413678019594,2.41,2.49,773916.0,4956.0,12113.0,4.5,2.68,1.45,2.01,56.0,0.0,0.0,39.0,28.0,0.013975202124515862,0.7999999999999998,-0.5099999999999998,0.14000000000000012,2.12,-1.98,1.8199999999999998,3.05
2004-08-06,1063.969970703125,19.34000015258789,0.10412951570846893,0.03740356059020997,0.010842956041680278,0.02656060454852969,43.95000076293945,5.5879998207092285,1.281999945640564,399.79998779296875,6.767000198364258,110.05,1.2515,0.001,1.588,93.6277,5.4,95.9,2056.0,311192.0,1.0,-0.6981,189.5,196.9,2.654387865655483,1.7045454545454586,-0.9498424111100245,2.34,2.42,772085.0,4701.0,16333.0,4.24,2.4,1.44,1.82,58.0,0.0,0.0,35.0,25.0,-0.028138726413152848,0.8099999999999996,-0.08999999999999986,0.15000000000000013,2.1799999999999997,-2.0299999999999994,1.8400000000000003,2.8000000000000003
2004-08-13,1064.800048828125,17.979999542236328,0.11218206666213973,0.03232803835388185,0.012584816080588762,0.019743222273293087,46.58000183105469,5.5329999923706055,1.3209999799728394,398.8999938964844,6.617000102996826,110.67,1.2405,0.001,1.588,93.6277,5.4,95.9,2056.0,311192.0,0.99,-0.69995,189.5,196.9,2.654387865655483,1.7045454545454586,-0.9498424111100245,2.41,2.45,769265.0,5064.0,11190.0,4.22,2.47,1.44,1.77,58.0,0.0,0.0,35.0,25.0,-0.0141641524573138,0.8099999999999996,-0.08000000000000007,0.19000000000000017,2.1799999999999997,-1.9899999999999995,1.7499999999999996,2.78
2004-08-20,1098.3499755859375,16.0,0.12483687371575983,0.0256,0.015584245039124566,0.010015754960875435,47.86000061035156,5.552000045776367,1.2714999914169312,413.20001220703125,6.866000175476074,109.32,1.2489,0.001,1.588,93.6277,5.4,95.9,2056.0,311192.0,0.98,-0.70128,189.5,196.9,2.654387865655483,1.7045454545454586,-0.9498424111100245,2.36,2.45,767595.0,4456.0,9619.0,4.24,2.46,1.49,1.79,58.0,0.0,0.0,35.0,25.0,0.016822442936018457,0.8099999999999996,-0.20999999999999996,0.16000000000000014,2.1799999999999997,-2.0199999999999996,1.7800000000000002,2.75
2004-08-27,1107.77001953125,14.710000038146973,0.12571116877296698,0.021638410112228394,0.01580329795426539,0.005835112157963004,43.18000030517578,5.081999778747559,1.2610000371932983,403.29998779296875,6.5879998207092285,109.51,1.283,0.001,1.588,93.6277,5.4,95.9,2056.0,311192.0,0.96,-0.70234,189.5,196.9,2.654387865655483,1.7045454545454586,-0.9498424111100245,2.29,2.37,775437.0,4789.0,10916.0,4.23,2.48,1.56,1.86,58.0,0.0,0.0,35.0,25.0,0.0019463873212766476,0.8099999999999996,-0.31000000000000005,0.3999999999999999,2.1799999999999997,-1.7799999999999998,1.7500000000000004,2.6700000000000004
2004-09-03,1113.6300048828125,13.90999984741211,0.12129932948868724,0.019348809575500493,0.01471352733440511,0.0046352822410953825,43.9900016784668,4.675000190734863,1.2404999732971191,400.5,6.552999973297119,110.47,1.2713,0.001,1.393,93.7467,5.4,94.2,2041.0,317446.0,0.94,-0.70208,189.9,197.5,2.5377969762419017,1.961796592669085,-0.5760003835728167,2.36,2.42,785273.0,5297.0,16991.0,4.3,2.61,1.65,1.88,55.0,0.0,0.0,39.0,24.0,-0.0006671809899125858,0.8099999999999996,-0.23999999999999977,0.06999999999999984,2.1399999999999997,-2.07,1.69,2.65
2004-09-10,1123.9200439453125,13.760000228881836,0.12053245120417029,0.018933760629882817,0.014528071793285692,0.0044056888365971245,42.810001373291016,4.570000171661377,1.281000018119812,401.8999938964844,6.132999897003174,109.33,1.256,0.001,1.393,93.7467,5.4,94.2,2041.0,317446.0,0.94,-0.70196,189.9,197.5,2.5377969762419017,1.961796592669085,-0.5760003835728167,2.26,2.36,788602.0,4910.0,10128.0,4.19,2.5,1.66,1.83,55.0,0.0,0.0,39.0,24.0,0.013313514716547922,0.8099999999999996,-0.25,0.13000000000000012,2.1399999999999997,-2.01,1.6900000000000004,2.5300000000000002
2004-09-17,1128.550048828125,14.029999732971191,0.10941889452211744,0.019684089250717168,0.011972494478442262,0.007711594772274906,45.59000015258789,5.107999801635742,1.3020000457763672,405.79998779296875,6.258999824523926,109.97,1.2706,0.001,1.393,93.7467,5.4,94.2,2041.0,317446.0,0.92,-0.70162,189.9,197.5,2.5377969762419017,1.961796592669085,-0.5760003835728167,2.18,2.29,789128.0,5261.0,13700.0,4.14,2.53,1.71,1.85,55.0,0.0,0.0,39.0,24.0,0.00699204699349291,0.8099999999999996,-0.2999999999999998,0.08000000000000007,2.1399999999999997,-2.0599999999999996,1.6099999999999999,2.4299999999999997
2004-09-24,1110.1099853515625,14.279999732971191,0.09835938985482238,0.02039183923736573,0.009674569572612937,0.010717269664752792,48.880001068115234,5.392000198364258,1.3619999885559082,408.1000061035156,6.40500020980835,110.72,1.2638,0.001,1.393,93.7467,5.4,94.2,2041.0,317446.0,0.92,-0.70104,189.9,197.5,2.5377969762419017,1.961796592669085,-0.5760003835728167,2.2,2.26,782124.0,6979.0,13386.0,4.04,2.62,1.73,1.78,55.0,0.0,0.0,39.0,24.0,0.011395844348651965,0.8099999999999996,-0.3500000000000001,0.08000000000000007,2.1399999999999997,-2.0599999999999996,1.42,2.31
2004-10-01,1131.5,12.75,0.09733763913842305,0.01625625,0.009474615993041868,0.006781634006958132,50.119998931884766,6.771999835968018,1.4079999923706055,419.5,6.918000221252441,110.45,1.2496,0.001,1.483,94.5465,5.5,91.7,2097.0,318476.0,0.91,-0.7003,190.9,197.9,3.189189189189201,2.0103092783505083,-1.1788799108386927,2.35,2.38,786330.0,5118.0,14990.0,4.21,2.63,1.71,1.83,58.0,0.0,0.0,43.0,29.0,0.017499902844836414,0.7400000000000002,-0.31999999999999984,0.15000000000000013,2.1100000000000003,-1.9600000000000002,1.58,2.5
2004-10-08,1122.1400146484375,15.050000190734863,0.10326453449751123,0.022650250574111942,0.010663564084987687,0.011986686489124255,53.310001373291016,7.163000106811523,1.4735000133514404,423.1000061035156,7.2729997634887695,109.44,1.2488,0.001,1.483,94.5465,5.5,91.7,2097.0,318476.0,0.91,-0.70027,190.9,197.9,3.189189189189201,2.0103092783505083,-1.1788799108386927,2.32,2.37,781777.0,5334.0,10631.0,4.15,2.61,1.71,1.78,58.0,0.0,0.0,43.0,29.0,0.012161681805428612,0.7400000000000002,-0.36999999999999966,0.24,2.1100000000000003,-1.8700000000000003,1.5400000000000005,2.4400000000000004
2004-10-15,1108.199951171875,15.039999961853027,0.10157376352048254,0.022620159885253902,0.010317229435714911,0.012302930449538991,54.93000030517578,6.709000110626221,1.315999984741211,418.70001220703125,7.091000080108643,109.14,1.2327,0.001,1.483,94.5465,5.5,91.7,2097.0,318476.0,0.91,-0.70104,190.9,197.9,3.189189189189201,2.0103092783505083,-1.1788799108386927,2.34,2.37,795483.0,4682.0,11175.0,4.07,2.53,1.76,1.7,58.0,0.0,0.0,43.0,29.0,-0.011943710965683509,0.7400000000000002,-0.35999999999999943,0.24,2.1100000000000003,-1.8700000000000003,1.5400000000000005,2.3100000000000005
2004-10-22,1095.739990234375,15.279999732971191,0.10545834174053142,0.023347839183959967,0.011121461842662713,0.012226377341297254,55.16999816894531,8.104999542236328,1.309499979019165,424.6000061035156,7.314000129699707,107.42,1.2163,0.001,1.483,94.5465,5.5,91.7,2097.0,318476.0,0.93,-0.70362,190.9,197.9,3.189189189189201,2.0103092783505083,-1.1788799108386927,2.43,2.36,784954.0,5232.0,12733.0,4.0,2.55,1.85,1.64,58.0,0.0,0.0,43.0,29.0,0.00034811226236138373,0.7400000000000002,-0.31999999999999984,0.16999999999999993,2.1100000000000003,-1.9400000000000004,1.4500000000000002,2.15
2004-10-29,1130.199951171875,16.270000457763672,0.1181832722243132,0.026471291489563013,0.01396728583364612,0.012504005655916892,51.7599983215332,8.725000381469727,1.347499966621399,428.5,7.291999816894531,106.04,1.1988,0.001,1.483,94.5465,5.5,91.7,2097.0,318476.0,0.91,-0.70674,190.9,197.9,3.189189189189201,2.0103092783505083,-1.1788799108386927,2.49,2.42,791336.0,4948.0,12863.0,4.05,2.56,1.91,1.63,58.0,0.0,0.0,43.0,29.0,-0.0007835752849359653,0.7400000000000002,-0.5399999999999996,0.10999999999999988,2.1100000000000003,-2.0000000000000004,1.4899999999999998,2.1399999999999997
2004-11-05,1166.1700439453125,13.84000015258789,0.11897691111181967,0.019154560422363288,0.014155505377709838,0.00499905504465345,49.61000061035156,7.953999996185303,1.378499984741211,433.6000061035156,7.493000030517578,105.6,1.1806,0.001,1.452,94.7813,5.4,92.8,2079.0,320520.0,0.89,-0.71027,191.0,198.3,3.5230352303523116,2.216494845360839,-1.3065403849914725,2.6,2.5,790552.0,5275.0,12995.0,4.21,2.8,2.03,1.71,61.0,0.0,0.0,38.0,18.0,0.002766926307086564,0.6800000000000006,-0.9000000000000004,0.15000000000000013,2.01,-1.8599999999999997,1.4100000000000001,2.18
2004-11-12,1184.1700439453125,13.329999923706055,0.11386963409057464,0.01776888979660034,0.01296629356792136,0.004802596228678981,47.31999969482422,7.176000118255615,1.4279999732971191,437.8999938964844,7.614999771118164,105.53,1.1728,0.001,1.452,94.7813,5.4,92.8,2079.0,320520.0,0.88,-0.71439,191.0,198.3,3.5230352303523116,2.216494845360839,-1.3065403849914725,2.59,2.49,800473.0,5012.0,11377.0,4.2,2.86,2.08,1.71,61.0,0.0,0.0,38.0,18.0,0.002644257944761641,0.6800000000000006,-0.8800000000000003,0.1299999999999999,2.01,-1.88,1.3400000000000003,2.12
2004-11-19,1170.3399658203125,13.5,0.11410329736954725,0.018225,0.013019562470603327,0.005205437529396674,48.439998626708984,7.114999771118164,1.4819999933242798,446.79998779296875,7.5970001220703125,102.8,1.1585,0.001,1.452,94.7813,5.4,92.8,2079.0,320520.0,0.87,-0.71653,191.0,198.3,3.5230352303523116,2.216494845360839,-1.3065403849914725,2.64,2.53,794090.0,4824.0,12278.0,4.2,2.95,2.15,1.67,61.0,0.0,0.0,38.0,18.0,0.010019435177417213,0.6800000000000006,-0.9800000000000004,0.1299999999999999,2.01,-1.88,1.25,2.0500000000000003
2004-11-26,1182.6500244140625,12.779999732971191,0.10620741549097121,0.016332839317474375,0.01128001510527179,0.0050528242122025845,49.439998626708984,7.97599983215332,1.4884999990463257,449.29998779296875,7.611999988555908,102.58,1.1389,0.001,1.452,94.7813,5.4,92.8,2079.0,320520.0,0.86,-0.71713,191.0,198.3,3.5230352303523116,2.216494845360839,-1.3065403849914725,2.7,2.58,809956.0,4419.0,11686.0,4.24,3.03,2.21,1.66,61.0,0.0,0.0,38.0,18.0,0.003666941656747932,0.6800000000000006,-1.0400000000000005,0.06000000000000005,2.01,-1.9499999999999997,1.2100000000000004,2.0300000000000002
2004-12-03,1191.1700439453125,12.960000038146973,0.10945981328941921,0.016796160098876956,0.011981450725354515,0.004814709373522441,42.540000915527344,6.796000003814697,1.434999942779541,456.0,7.995999813079834,102.56,1.1391,0.001,1.397,95.5365,5.4,97.1,2082.0,324672.0,0.86,-0.71549,190.3,198.6,3.255561584373301,2.2657054582904346,-0.9898561260828664,2.68,2.54,807063.0,5217.0,11754.0,4.27,2.94,2.21,1.73,63.0,0.0,0.0,33.0,32.0,0.0022326853333887176,0.6800000000000006,-1.0300000000000002,0.050000000000000266,1.92,-1.8699999999999997,1.3299999999999996,2.0599999999999996
2004-12-10,1188.0,12.760000228881836,0.1006726663309406,0.016281760584106447,0.010134985746180901,0.006146774837925546,40.709999084472656,6.8429999351501465,1.4014999866485596,433.8999938964844,6.705999851226807,105.45,1.1613,0.001,1.397,95.5365,5.4,97.1,2082.0,324672.0,0.85,-0.71247,190.3,198.6,3.255561584373301,2.2657054582904346,-0.9898561260828664,2.59,2.5,808495.0,4986.0,12606.0,4.16,2.95,2.25,1.66,63.0,0.0,0.0,33.0,32.0,-0.010689651021700053,0.6800000000000006,-1.0600000000000005,0.14000000000000012,1.92,-1.7799999999999998,1.21,1.9100000000000001
2004-12-17,1194.199951171875,11.949999809265137,0.09348063533708251,0.014280249544143682,0.008738629183024598,0.005541620361119083,46.279998779296875,7.456999778747559,1.472499966621399,441.6000061035156,6.765999794006348,104.28,1.1571,0.001,1.397,95.5365,5.4,97.1,2082.0,324672.0,0.84,-0.70773,190.3,198.6,3.255561584373301,2.2657054582904346,-0.9898561260828664,2.69,2.57,807028.0,5047.0,12689.0,4.21,3.03,2.2,1.64,63.0,0.0,0.0,33.0,32.0,-0.002882582801301565,0.6800000000000006,-1.1700000000000004,0.18999999999999995,1.92,-1.73,1.1800000000000002,2.01
2004-12-24,1210.1300048828125,11.229999542236328,0.09568375369077009,0.012611288971862814,0.009155380720355958,0.003455908251506856,44.18000030517578,6.668000221252441,1.4830000400543213,441.8999938964844,6.882999897003174,103.65,1.1423,0.001,1.397,95.5365,5.4,97.1,2082.0,324672.0,0.84,-0.70255,190.3,198.6,3.255561584373301,2.2657054582904346,-0.9898561260828664,2.7,2.61,811333.0,5133.0,10747.0,4.23,3.02,2.19,1.62,63.0,0.0,0.0,33.0,32.0,0.0015632546588896599,0.6800000000000006,-1.1800000000000006,0.20000000000000018,1.92,-1.7199999999999998,1.2100000000000004,2.0400000000000005
2004-12-31,1211.9200439453125,13.289999961853027,0.08900122862691777,0.017662409898605347,0.007921218697100886,0.00974119120150446,43.45000076293945,6.14900016784668,1.4869999885559082,437.5,6.807000160217285,102.68,1.1412,0.001,1.397,95.5365,5.4,97.1,2082.0,324672.0,0.83,-0.69846,190.3,198.6,3.255561584373301,2.2657054582904346,-0.9898561260828664,2.64,2.56,810944.0,4631.0,9350.0,4.24,3.08,2.22,1.68,53.0,0.0,0.0,28.0,26.0,-0.002178054063885382,0.6800000000000006,-1.1300000000000003,0.16999999999999993,1.92,-1.75,1.1600000000000001,2.02
2005-01-07,1186.18994140625,13.489999771118164,0.09250044441720132,0.018198009382476812,0.00855633221737975,0.009641677165097062,45.43000030517578,6.000999927520752,1.4149999618530273,418.8999938964844,6.428999900817871,104.93,1.1859,0.001,1.31,95.8801,5.3,95.5,2139.0,321272.0,0.84,-0.69616,190.7,199.0,2.969762419006483,2.261048304213764,-0.708714114792719,2.57,2.49,815702.0,5650.0,15515.0,4.29,3.2,2.32,1.8,53.0,0.0,0.0,28.0,26.0,-0.014956999897950332,0.6599999999999993,-1.15,0.07000000000000028,1.7999999999999998,-1.7299999999999995,1.0899999999999999,1.9700000000000002
2005-01-14,1184.52001953125,12.430000305175781,0.0889424505780709,0.015450490758667002,0.007910759514832584,0.007539731243834417,48.380001068115234,6.394999980926514,1.434000015258789,422.70001220703125,6.579999923706055,102.5,1.1821,0.001,1.31,95.8801,5.3,95.5,2139.0,321272.0,0.85,-0.69664,190.7,199.0,2.969762419006483,2.261048304213764,-0.708714114792719,2.58,2.51,798455.0,5145.0,7180.0,4.23,3.24,2.37,1.72,53.0,0.0,0.0,28.0,26.0,-0.0018042258613199342,0.6599999999999993,-0.9999999999999996,0.18999999999999995,1.7999999999999998,-1.6099999999999999,0.9900000000000002,1.8600000000000003
